web_name,position_name,short_name,price,team_id,ownership,form,minutes,goals_scored,assists,clean_sheets,bonus,ict_index,has_injury_news,is_available,pts_per_90,pts_per_million,gc_per_90,appearance_rate,fixture_ease,avg_opp_strength,fixture_count,team_avg_goals_scored,team_avg_goals_conceded,form_tier,ownership_tier,total_points,predicted_points,value_score,rag_score
Abbott,DEF,NFO,3.8,16,0.0,0.0,120,0,0,0,0,3.2,0,True,1.5,0.5263157894736842,0.0,0.0350877192982456,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,2,2.27,0.597,18.7
Soler,DEF,BOU,3.9,4,0.0,0.0,34,0,0,0,0,0.6,0,True,7.9411764705882355,0.7692307692307693,0.0,0.0099415204678362,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,3,2.25,0.577,18.69
Netz,DEF,NFO,4.5,16,0.0,0.0,48,0,0,0,0,1.1,0,True,3.75,0.4444444444444444,0.0,0.0140350877192982,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,2,2.22,0.493,18.62
Gunn,GKP,NFO,4.0,16,0.0,0.0,45,0,0,0,0,0.1,0,True,2.0,0.25,0.0,0.0131578947368421,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,1,1.98,0.495,18.57
George Hemmings,MID,AVL,4.5,2,0.0,0.0,25,0,0,0,0,0.3,0,True,7.199999999999999,0.4444444444444444,0.0,0.0073099415204678,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,2,1.65,0.367,18.41
March,MID,BHA,5.8,6,0.0,0.0,4,0,0,0,0,0.0,0,True,22.5,0.1724137931034483,0.0,0.0011695906432748,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,1,1.66,0.286,18.36
B.Badiashile,DEF,CHE,4.4,7,0.0,0.0,470,0,0,0,0,11.4,0,True,1.3404255319148937,1.5909090909090908,0.0,0.1374269005847953,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,7,9.0,2.045,18.36
Oriola,MID,BHA,4.5,6,0.0,0.0,1,0,0,0,0,0.0,0,True,90.0,0.2222222222222222,0.0,0.0002923976608187,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,1,1.28,0.284,18.28
Burrowes,MID,AVL,4.3,2,0.0,0.0,16,0,0,0,0,0.0,0,True,5.625,0.2325581395348837,0.0,0.0046783625730994,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,1,1.2,0.279,18.26
Traoré,MID,SUN,5.5,17,0.0,0.0,634,1,1,3,1,35.9,1,False,4.2586750788643535,5.454545454545454,0.2839116719242902,0.1853801169590643,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,30,30.4,5.527,18.02
Fer López,MID,WOL,5.1,20,0.0,0.0,228,0,1,0,0,12.4,0,False,4.736842105263158,2.3529411764705883,0.3947368421052631,0.0666666666666666,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,12,12.69,2.488,17.73
Clyne,DEF,CRY,3.8,8,0.0,0.0,494,0,1,0,2,16.6,0,True,2.7327935222672064,3.947368421052632,0.1821862348178137,0.1444444444444444,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,15,16.66,4.384,17.66
Hoever,DEF,WOL,3.8,20,0.0,0.0,423,0,0,0,0,20.3,0,False,2.127659574468085,2.631578947368421,0.0,0.1236842105263157,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,10,10.16,2.674,17.34
Mohamadou Kanté,MID,WHU,4.5,19,0.0,0.3,32,0,0,0,0,2.7,0,True,19.6875,1.5555555555555556,0.0,0.0093567251461988,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,7,4.73,1.051,17.24
Trésor,MID,BUR,4.3,3,0.0,0.2,34,0,0,0,0,2.4,0,True,13.23529411764706,1.162790697674419,0.0,0.0099415204678362,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,5,4.79,1.114,17.14
Barnes,FWD,BUR,4.2,3,0.0,0.2,35,0,0,0,0,1.0,0,True,12.857142857142858,1.1904761904761905,0.0,0.0102339181286549,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,5,4.7,1.119,17.12
Chadi Riad,DEF,CRY,4.0,8,0.0,0.0,312,0,1,1,0,9.9,0,True,4.038461538461538,3.5,0.2884615384615384,0.0912280701754386,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,14,15.61,3.902,17.1
Mayers,DEF,WHU,4.0,19,0.0,0.0,113,0,0,0,0,6.6,0,True,4.778761061946903,1.5,0.0,0.0330409356725146,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,6,4.56,1.14,16.8
Martinez,DEF,MUN,4.8,14,0.0,-1.0,959,0,0,3,3,32.5,1,False,3.3785192909280504,7.5,0.0,0.2804093567251462,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,,differential,36,37.23,7.756,16.71
Nyoni,MID,LIV,4.3,12,0.0,0.3,14,0,0,0,0,1.8,0,True,32.14285714285714,1.162790697674419,0.0,0.0040935672514619,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,5,3.12,0.726,16.67
J.Fletcher,MID,MUN,4.3,14,0.0,0.0,107,0,0,0,0,4.8,0,True,2.5233644859813085,0.6976744186046512,0.0,0.0312865497076023,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,3,3.82,0.888,16.47
Malacia,DEF,MUN,3.7,14,0.0,0.0,7,0,0,0,0,0.4,0,True,25.714285714285715,0.5405405405405405,0.0,0.0020467836257309,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,2,1.74,0.47,15.74
Coleman,DEF,EVE,4.2,9,0.0,0.0,11,0,0,0,0,0.0,0,True,24.545454545454547,0.7142857142857143,0.0,0.0032163742690058,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,3,1.81,0.431,15.73
M.Sarr,DEF,CHE,4.5,7,0.0,0.0,91,0,0,0,0,1.3,0,True,1.978021978021978,0.4444444444444444,0.0,0.0266081871345029,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,2,1.87,0.416,15.73
Lacey,MID,MUN,4.5,14,0.0,0.0,12,0,0,0,0,1.5,0,True,15.0,0.4444444444444444,0.0,0.0035087719298245,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,2,1.82,0.404,15.71
Fletcher,MID,MUN,4.4,14,0.0,0.0,1,0,0,0,0,0.1,0,True,90.0,0.2272727272727272,0.0,0.0002923976608187,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,1,1.57,0.357,15.63
Fredricson,DEF,MUN,3.7,14,0.0,0.0,2,0,0,0,0,0.4,0,True,45.0,0.2702702702702702,0.0,0.0005847953216374,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,1,1.39,0.376,15.6
Bendito Mantato,MID,MUN,4.5,14,0.0,0.0,15,0,0,0,0,1.4,0,True,6.0,0.2222222222222222,0.0,0.0043859649122807,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,1,1.52,0.338,15.6
A.Murphy,DEF,NEW,3.8,15,0.0,0.0,1,0,0,0,0,0.2,0,True,90.0,0.2631578947368421,0.0,0.0002923976608187,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,1,1.29,0.339,15.56
D.Essugo,MID,CHE,4.3,7,0.0,0.0,8,0,0,0,0,0.5,0,True,0.0,0.0,0.0,0.0023391812865497,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,0,1.27,0.295,15.52
Gomez,DEF,LIV,4.9,12,0.0,0.3,512,0,2,2,2,21.3,1,False,5.44921875,6.326530612244897,0.3515625,0.1497076023391813,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,31,28.18,5.751,15.42
Uche,FWD,CRY,5.5,8,0.0,0.0,159,0,1,0,0,8.8,0,True,9.622641509433963,3.090909090909091,0.5660377358490566,0.0464912280701754,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,17,11.01,2.002,14.8
Nelson,MID,BRE,4.8,5,0.0,0.3,100,0,0,0,0,6.0,0,True,7.199999999999999,1.6666666666666667,0.0,0.0292397660818713,2.5,3.5,6,1.5,1.375,cold,differential,8,5.67,1.181,14.76
Davies,DEF,TOT,4.3,18,0.0,0.0,136,1,0,0,1,14.2,1,False,6.61764705882353,2.3255813953488373,0.6617647058823529,0.039766081871345,3.0,3.0,6,1.25,1.59375,cold,differential,10,11.21,2.607,14.74
Guessand,MID,CRY,6.2,8,0.0,0.0,880,1,3,2,0,41.2,1,False,4.295454545454545,6.774193548387097,0.409090909090909,0.2573099415204678,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,42,42.0,6.774,14.59
Kalajdžić,FWD,WOL,4.9,20,0.0,0.0,14,0,0,0,0,0.7,0,False,6.428571428571429,0.2040816326530612,0.0,0.0040935672514619,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,1,1.99,0.406,14.04
Chirewa,MID,WOL,4.3,20,0.0,0.0,25,0,0,0,0,0.4,0,False,7.199999999999999,0.4651162790697674,0.0,0.0073099415204678,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,2,1.72,0.4,13.98
Benitez,GKP,CRY,3.9,8,0.0,0.0,90,0,0,1,0,2.3,0,True,7.0,1.794871794871795,0.0,0.0263157894736842,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,7,6.98,1.79,13.82
Donovan,MID,BRE,4.4,5,0.0,0.0,38,0,0,0,0,4.2,0,True,9.473684210526317,0.9090909090909092,0.0,0.0111111111111111,2.5,3.5,6,1.5,1.375,cold,differential,4,3.41,0.775,13.54
Sosa,DEF,CRY,4.8,8,0.0,0.5,54,0,0,0,0,2.8,0,True,10.0,1.25,0.0,0.0157894736842105,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,6,4.66,0.971,13.53
Gittens,MID,CHE,6.0,7,0.0,0.0,486,0,2,1,0,31.3,1,False,4.62962962962963,4.166666666666667,0.3703703703703703,0.1421052631578947,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,25,26.06,4.343,13.52
Nwaneri,MID,ARS,5.0,1,0.0,0.0,165,0,0,1,0,5.4,1,False,4.363636363636364,1.6,0.0,0.0482456140350877,3.0,3.0,6,1.9375,0.75,cold,differential,8,8.37,1.674,13.49
Tzimas,FWD,BHA,5.2,6,0.0,0.0,132,1,1,0,0,17.7,1,False,10.90909090909091,3.0769230769230766,1.3636363636363638,0.0385964912280701,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,16,15.28,2.938,13.06
Valdimarsson,GKP,BRE,3.8,5,0.0,0.0,90,0,0,0,0,1.3,0,True,1.0,0.2631578947368421,0.0,0.0263157894736842,2.5,3.5,6,1.5,1.375,cold,differential,1,1.92,0.505,13.04
Angulo,MID,SUN,5.0,17,0.0,0.0,254,0,0,1,0,12.6,0,False,3.188976377952756,1.8,0.0,0.0742690058479532,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,9,13.33,2.666,12.46
Drakes-Thomas,MID,CRY,4.5,8,0.0,0.0,7,0,0,0,0,0.3,0,True,25.714285714285715,0.4444444444444444,0.0,0.0020467836257309,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,2,2.19,0.487,11.9
John,GKP,NFO,4.0,16,0.0,0.0,437,0,0,1,0,5.7,1,False,2.265446224256293,2.75,0.0,0.1277777777777777,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,11,10.52,2.63,11.86
Mundle,MID,SUN,4.9,17,0.0,0.0,399,0,0,0,0,12.7,1,False,3.1578947368421053,2.8571428571428568,0.0,0.1166666666666666,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,14,11.1,2.265,11.71
Rodney,MID,CRY,4.4,8,0.0,0.0,3,0,0,0,0,0.0,0,True,30.0,0.2272727272727272,0.0,0.0008771929824561,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,1,1.37,0.311,11.6
Coppola,DEF,BHA,4.2,6,0.0,0.0,193,0,0,1,0,4.8,0,False,4.663212435233161,2.380952380952381,0.0,0.0564327485380116,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,10,8.93,2.126,11.17
Zinchenko,DEF,NFO,4.9,16,0.0,0.0,352,0,0,0,0,18.6,0,False,1.7897727272727273,1.4285714285714284,0.0,0.1029239766081871,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,7,9.31,1.9,11.08
Scarlett,FWD,TOT,4.3,18,0.0,0.0,7,0,0,0,0,0.7,0,False,25.714285714285715,0.4651162790697674,0.0,0.0020467836257309,3.0,3.0,6,1.25,1.59375,cold,differential,2,1.29,0.3,11.05
Sonne,DEF,BUR,3.8,3,0.0,0.0,164,1,0,0,0,9.2,0,False,7.134146341463415,3.421052631578948,0.5487804878048781,0.047953216374269,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,13,12.76,3.358,10.07
H.Traorè,MID,BOU,4.5,4,0.0,0.0,16,0,1,0,0,3.1,1,False,22.5,0.8888888888888888,5.625,0.0046783625730994,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,4,5.34,1.187,9.76
Füllkrug,FWD,WHU,5.6,19,0.0,0.0,407,0,0,1,0,23.8,0,False,2.6535626535626538,2.142857142857143,0.0,0.1190058479532163,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,12,13.77,2.459,9.64
Endo,MID,LIV,4.9,12,0.0,0.0,170,0,1,1,0,8.0,1,False,6.352941176470589,2.4489795918367343,0.5294117647058824,0.0497076023391812,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,12,12.85,2.622,9.57
Kalimuendo,FWD,NFO,6.0,16,0.0,0.0,89,0,0,0,0,6.3,0,False,9.101123595505618,1.5,0.0,0.0260233918128654,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,9,5.26,0.877,9.52
Nketiah,FWD,CRY,5.4,8,0.0,0.0,414,2,0,0,3,37.8,1,False,5.0,4.259259259259259,0.4347826086956522,0.1210526315789473,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,23,24.12,4.467,9.26
Watson,MID,BHA,4.8,6,0.0,0.0,57,0,0,0,0,1.6,1,False,7.894736842105264,1.0416666666666667,0.0,0.0166666666666666,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,5,3.54,0.737,9.07
Mukasa,MID,MCI,4.4,13,0.0,0.0,25,0,0,0,0,3.7,0,False,7.199999999999999,0.4545454545454545,0.0,0.0073099415204678,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,2,2.1,0.477,8.98
Masuaku,DEF,SUN,3.9,17,0.0,0.0,125,0,0,0,0,4.9,0,False,0.72,0.2564102564102564,0.0,0.0365497076023391,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,1,3.0,0.769,8.98
Seelt,DEF,SUN,4.0,17,0.0,0.0,133,0,0,0,0,3.6,0,False,1.3533834586466165,0.5,0.0,0.0388888888888888,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,2,2.71,0.678,8.85
Neil,MID,SUN,4.8,17,0.0,0.0,13,0,0,0,0,0.4,0,False,20.76923076923077,0.625,0.0,0.0038011695906432,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,3,2.88,0.6,8.83
Jocelin.T,MID,SUN,4.9,17,0.0,0.0,38,0,0,0,0,1.0,1,False,2.3684210526315788,0.2040816326530612,0.0,0.0111111111111111,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,1,2.24,0.457,8.6
Roberts,MID,SUN,5.4,17,0.0,0.0,27,0,0,0,0,1.4,0,False,3.333333333333333,0.1851851851851851,0.0,0.0078947368421052,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,1,2.12,0.393,8.53
Jota,MID,NFO,5.4,16,0.0,0.0,11,0,0,0,0,1.0,0,False,8.181818181818182,0.1851851851851851,0.0,0.0032163742690058,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,1,1.59,0.294,8.35
Winterburn,MID,BOU,4.5,4,0.0,0.0,6,0,0,0,0,0.0,0,False,15.0,0.2222222222222222,0.0,0.0017543859649122,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,1,1.41,0.313,8.32
Knight,MID,BHA,4.4,6,0.0,0.0,1,0,0,0,0,0.0,0,False,90.0,0.2272727272727272,0.0,0.0002923976608187,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,1,1.27,0.289,8.28
Jimoh-Aloba,MID,AVL,4.5,2,0.0,0.0,8,0,0,0,0,0.1,0,False,11.25,0.2222222222222222,0.0,0.0023391812865497,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,1,1.26,0.28,8.27
Carvalho,MID,BRE,4.6,5,0.0,0.0,100,1,0,0,1,8.1,1,False,11.7,2.8260869565217392,0.8999999999999999,0.0292397660818713,2.5,3.5,6,1.5,1.375,cold,differential,13,15.93,3.463,8.04
Irving,MID,WHU,4.3,19,0.0,0.0,156,0,0,0,0,8.6,0,False,5.1923076923076925,2.0930232558139537,0.0,0.0456140350877193,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,9,7.69,1.788,7.91
G.Rodriguez,MID,WHU,4.8,19,0.0,0.0,175,0,0,1,0,1.7,0,False,4.114285714285715,1.6666666666666667,0.0,0.0511695906432748,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,8,7.47,1.556,7.7
Jörgensen,GKP,CHE,4.3,7,0.0,0.0,264,0,0,0,0,5.9,1,False,2.0454545454545454,1.3953488372093024,0.0,0.0771929824561403,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,6,5.06,1.177,6.93
N.Aguerd,DEF,WHU,4.4,19,0.0,0.0,180,0,0,0,0,5.1,1,False,1.5,0.6818181818181818,0.0,0.0526315789473684,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,3,4.4,1.0,6.67
L.Guilherme,MID,WHU,4.9,19,0.0,0.0,121,0,0,0,0,2.5,0,False,3.7190082644628095,1.020408163265306,0.0,0.0353801169590643,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,5,3.78,0.771,6.38
Onyeka,MID,BRE,4.8,5,0.0,0.0,88,0,2,0,0,4.6,0,False,12.272727272727272,2.5,2.0454545454545454,0.0257309941520467,2.5,3.5,6,1.5,1.375,cold,differential,12,11.3,2.354,6.29
Banel,MID,BUR,4.5,3,0.0,0.0,9,0,0,0,0,0.0,0,False,10.0,0.2222222222222222,0.0,0.0026315789473684,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,1,2.68,0.596,6.02
Marshall,FWD,WHU,4.3,19,0.0,0.0,58,0,0,0,0,0.8,0,False,3.103448275862069,0.4651162790697674,0.0,0.0169590643274853,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,2,2.36,0.549,5.93
Earthy,MID,WHU,4.5,19,0.0,0.0,8,0,0,0,0,0.4,0,False,11.25,0.2222222222222222,0.0,0.0023391812865497,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,1,2.27,0.504,5.87
Lascelles,DEF,NEW,4.3,15,0.0,0.0,19,0,0,0,0,1.7,0,False,4.7368421052631575,0.2325581395348837,0.0,0.0055555555555555,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,1,1.95,0.453,5.77
Krafth,DEF,NEW,4.3,15,0.0,0.0,45,0,0,0,0,0.3,1,False,0.0,0.0,0.0,0.0131578947368421,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,0,1.32,0.307,5.54
Milambo,MID,BRE,5.2,5,0.0,0.0,45,0,0,0,0,0.6,1,False,2.0,0.1923076923076923,0.0,0.0131578947368421,2.5,3.5,6,1.5,1.375,cold,differential,1,3.05,0.587,3.33
Peart-Harris,MID,BRE,4.4,5,0.0,0.0,1,0,0,0,0,0.0,0,False,90.0,0.2272727272727272,0.0,0.0002923976608187,2.5,3.5,6,1.5,1.375,cold,differential,1,1.61,0.366,2.88
Esse,MID,CRY,4.7,8,0.0,0.0,40,0,0,0,0,1.5,0,False,9.0,0.851063829787234,0.0,0.0116959064327485,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,4,3.51,0.747,2.36
Édouard,FWD,CRY,5.0,8,0.0,0.0,2,0,0,0,0,0.2,0,False,45.0,0.2,0.0,0.0005847953216374,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,1,2.61,0.522,2.01
